Node,U2,Normal Stress,Von-Mises Stress
0.166000366,-0.000353267,-114492648,114492752
0.167999268,-0.000361639,-114351696,114351792
0.169998169,-0.000370107,-114210704,114210816
0.172000885,-0.000378686,-114069688,114069784
0.173999786,-0.000387343,-113928776,113928880
0.175998688,-0.000396096,-113787896,113787992
0.178001404,-0.00040496,-113646992,113647088
0.180000305,-0.000413902,-113506176,113506272
0.181999207,-0.000422938,-113365472,113365568
0.183998108,-0.000432069,-113224736,113224832
0.186000824,-0.000441312,-113083968,113084064
0.187999725,-0.000450631,-112943296,112943400
0.189998627,-0.000460045,-112802664,112802768
0.192001343,-0.00046957,-112662000,112662096
0.194000244,-0.000479171,-112521440,112521536
0.195999146,-0.000488866,-112380912,112381008
0.198001862,-0.000498674,-112240352,112240448
0.200000763,-0.000508556,-112099896,112099992
0.201999664,-0.000518531,-111959544,111959648
0.203998566,-0.0005286,-111819152,111819256
0.206001282,-0.000538781,-111678736,111678840
0.208000183,-0.000549035,-111538432,111538528
0.209999084,-0.000559383,-111398144,111398240
0.212001801,-0.000569843,-111257840,111257936
0.214000702,-0.000580376,-111117632,111117728
0.215999603,-0.000591002,-110977520,110977624
0.217998505,-0.00060172,-110837384,110837488
0.220001221,-0.000612551,-110697216,110697312
0.222000122,-0.000623453,-110557152,110557248
0.223999023,-0.000634448,-110417120,110417216
0.22600174,-0.000645556,-110277056,110277152
0.228000641,-0.000656734,-110137096,110137200
0.229999542,-0.000668004,-109997240,109997344
0.231998444,-0.000679366,-109857344,109857448
0.23400116,-0.000690842,-109717416,109717520
0.236000061,-0.000702386,-109577600,109577696
0.237998962,-0.000714022,-109437808,109437904
0.240001678,-0.000725771,-109297992,109298096
0.24200058,-0.000737589,-109158288,109158384
0.243999481,-0.000749498,-109018672,109018768
0.245998383,-0.000761498,-108879024,108879120
0.248001099,-0.000773611,-108739352,108739456
0.25,-0.000785792,-108599784,108599888
0.251998901,-0.000798064,-108460240,108460352
0.254001617,-0.000810449,-108320672,108320784
0.256000519,-0.000822901,-108181216,108181312
0.25799942,-0.000835443,-108041840,108041952
0.259998322,-0.000848075,-107902448,107902544
0.262001038,-0.000860821,-107763024,107763120
0.263999939,-0.000873633,-107623696,107623808
0.26599884,-0.000886534,-107484400,107484512
0.268001556,-0.00089955,-107345072,107345184
0.270000458,-0.000912631,-107205856,107205960
0.271999359,-0.0009258,-107066736,107066848
0.27399826,-0.000939059,-106927584,106927696
0.276000977,-0.000952432,-106788408,106788512
0.277999878,-0.000965869,-106649336,106649440
0.279998779,-0.000979394,-106510288,106510392
0.282001495,-0.000993034,-106371216,106371312
0.284000397,-0.001006737,-106232240,106232352
0.285999298,-0.001020528,-106093376,106093480
0.287998199,-0.001034408,-105954472,105954576
0.290000916,-0.001048402,-105815536,105815648
0.291999817,-0.001062458,-105676712,105676816
0.293998718,-0.001076602,-105537912,105538016
0.296001434,-0.001090861,-105399088,105399192
0.298000336,-0.001105181,-105260368,105260464
0.299999237,-0.001119588,-105121744,105121840
0.301998138,-0.001134083,-104983080,104983184
0.304000854,-0.001148694,-104844384,104844496
0.305999756,-0.001163363,-104705808,104705912
0.307998657,-0.00117812,-104567256,104567360
0.310001373,-0.001192992,-104428672,104428784
0.312000275,-0.001207923,-104290208,104290304
0.313999176,-0.001222941,-104151760,104151864
0.316001892,-0.001238074,-104013288,104013392
0.318000793,-0.001253265,-103874912,103875024
0.319999695,-0.001268543,-103736640,103736752
0.321998596,-0.001283907,-103598336,103598448
0.324001312,-0.001299386,-103460008,103460112
0.326000214,-0.001314923,-103321784,103321888
0.327999115,-0.001330546,-103183584,103183688
0.330001831,-0.001346284,-103045360,103045456
0.332000732,-0.001362078,-102907232,102907344
0.333999634,-0.001377958,-102769216,102769312
0.335998535,-0.001393924,-102631152,102631256
0.338001251,-0.001410006,-102493064,102493168
0.340000153,-0.001426143,-102355088,102355184
0.341999054,-0.001442364,-102217136,102217232
0.34400177,-0.001458702,-102079152,102079256
0.346000671,-0.001475094,-101941280,101941384
0.347999573,-0.00149157,-101803504,101803608
0.349998474,-0.001508132,-101665696,101665792
0.35200119,-0.00152481,-101527856,101527960
0.354000092,-0.00154154,-101390128,101390224
0.355998993,-0.001558356,-101252416,101252528
0.358001709,-0.001575287,-101114688,101114792
0.36000061,-0.001592271,-100977056,100977168
0.361999512,-0.001609339,-100839536,100839632
0.363998413,-0.00162649,-100701968,100702072
0.366001129,-0.001643759,-100564376,100564480
0.368000031,-0.001661078,-100426896,100426992
0.369998932,-0.001678481,-100289440,100289536
0.372001648,-0.001696001,-100151952,100152056
0.374000549,-0.001713571,-100014576,100014672
0.375999451,-0.001731225,-99877280,99877392
0.377998352,-0.001748962,-99739968,99740064
0.380001068,-0.001766815,-99602624,99602728
0.381999969,-0.001784717,-99465392,99465488
0.383998871,-0.001802703,-99328176,99328280
0.386001587,-0.001820805,-99190944,99191040
0.388000488,-0.001838956,-99053808,99053912
0.38999939,-0.001857189,-98916768,98916880
0.391998291,-0.001875504,-98779704,98779808
0.394001007,-0.001893937,-98642608,98642712
0.395999908,-0.001912417,-98505616,98505720
0.39799881,-0.001930979,-98368656,98368752
0.400001526,-0.001949658,-98231664,98231768
0.402000427,-0.001968384,-98094784,98094880
0.403999329,-0.001987191,-97957992,97958096
0.40599823,-0.00200608,-97821168,97821280
0.408000946,-0.002025087,-97684320,97684432
0.409999847,-0.002044138,-97547584,97547680
0.411998749,-0.002063271,-97410864,97410960
0.414001465,-0.002082523,-97274112,97274216
0.416000366,-0.002101818,-97137472,97137576
0.417999268,-0.002121194,-97000928,97001040
0.419998169,-0.002140651,-96864360,96864464
0.422000885,-0.002160226,-96727760,96727864
0.423999786,-0.002179844,-96591264,96591368
0.425998688,-0.002199542,-96454800,96454896
0.428001404,-0.002219359,-96318304,96318400
0.430000305,-0.002239218,-96181904,96182016
0.431999207,-0.002259157,-96045616,96045712
0.433998108,-0.002279176,-95909280,95909392
0.436000824,-0.002299313,-95772928,95773040
0.437999725,-0.002319492,-95636688,95636784
0.439998627,-0.002339751,-95500464,95500568
0.442001343,-0.002360127,-95364216,95364320
0.444000244,-0.002380545,-95228072,95228176
0.445999146,-0.002401042,-95091952,95092064
0.448001862,-0.002421658,-94955808,94955920
0.450000763,-0.002442313,-94819776,94819872
0.451999664,-0.002463047,-94683824,94683936
0.453998566,-0.002483859,-94547856,94547960
0.456001282,-0.002504791,-94411856,94411960
0.458000183,-0.002525761,-94275952,94276064
0.459999084,-0.00254681,-94140088,94140192
0.462001801,-0.002567977,-94004192,94004304
0.464000702,-0.002589182,-93868408,93868512
0.465999603,-0.002610466,-93732712,93732816
0.467998505,-0.002631828,-93596984,93597088
0.470001221,-0.002653308,-93461232,93461344
0.472000122,-0.002674825,-93325584,93325688
0.473999023,-0.002696421,-93189968,93190072
0.47600174,-0.002718135,-93054320,93054424
0.478000641,-0.002739885,-92918768,92918880
0.479999542,-0.002761713,-92783328,92783432
0.481998444,-0.002783617,-92647840,92647952
0.48400116,-0.002805643,-92512336,92512448
0.486000061,-0.002827702,-92376928,92377040
0.487998962,-0.002849838,-92241560,92241664
0.490001678,-0.002872093,-92106160,92106272
0.49200058,-0.002894382,-91970864,91970968
0.493999481,-0.002916749,-91835664,91835768
0.495998383,-0.002939191,-91700432,91700536
0.498001099,-0.002961753,-91565168,91565280
0.5,-0.002984348,-91430016,91430128
0.501998901,-0.00300702,-91294896,91295008
0.504001617,-0.003029811,-91159744,91159856
0.506000519,-0.003052634,-91024688,91024800
0.50799942,-0.003075533,-90889728,90889840
0.509998322,-0.003098508,-90754752,90754864
0.512001038,-0.003121603,-90619744,90619856
0.513999939,-0.003144728,-90484832,90484944
0.51599884,-0.00316793,-90349952,90350064
0.518001556,-0.003191252,-90215040,90215152
0.520000458,-0.003214604,-90080240,90080352
0.521999359,-0.00323803,-89945536,89945648
0.52399826,-0.003261532,-89810800,89810912
0.526000977,-0.003285153,-89676032,89676144
0.527999878,-0.003308804,-89541376,89541488
0.529998779,-0.00333253,-89406736,89406848
0.532001495,-0.003356375,-89272080,89272192
0.534000397,-0.00338025,-89137528,89137640
0.535999298,-0.003404199,-89003072,89003184
0.537998199,-0.003428221,-88868576,88868688
0.540000916,-0.003452364,-88734064,88734176
0.541999817,-0.003476535,-88599648,88599760
0.543998718,-0.003500779,-88465264,88465376
0.546001434,-0.003525144,-88330848,88330960
0.548000336,-0.003549536,-88196544,88196656
0.549999237,-0.003574001,-88062336,88062448
0.551998138,-0.003598539,-87928080,87928192
0.554000854,-0.003623199,-87793808,87793920
0.555999756,-0.003647884,-87659648,87659760
0.557998657,-0.003672642,-87525504,87525616
0.560001373,-0.00369752,-87391344,87391456
0.562000275,-0.003722424,-87257288,87257400
0.563999176,-0.0037474,-87123256,87123368
0.566001892,-0.003772497,-86989200,86989312
0.568000793,-0.003797618,-86855248,86855360
0.569999695,-0.003822812,-86721384,86721496
0.571998596,-0.003848077,-86587496,86587608
0.574001312,-0.003873463,-86453584,86453696
0.576000214,-0.003898874,-86319760,86319872
0.577999115,-0.003924355,-86185984,86186096
0.580001831,-0.003949958,-86052176,86052288
0.582000732,-0.003975583,-85918464,85918576
0.583999634,-0.00400128,-85784848,85784960
0.585998535,-0.004027048,-85651208,85651320
0.588001251,-0.004052938,-85517536,85517648
0.590000153,-0.004078849,-85383968,85384080
0.591999054,-0.004104831,-85250432,85250544
0.59400177,-0.004130933,-85116872,85116984
0.596000671,-0.004157057,-84983408,84983520
0.597999573,-0.004183252,-84850048,84850160
0.599998474,-0.004209518,-84716648,84716760
0.60200119,-0.004235903,-84583232,84583344
0.604000092,-0.00426231,-84449904,84450016
0.605998993,-0.004288786,-84316624,84316736
0.608001709,-0.004315384,-84183304,84183416
0.61000061,-0.004342,-84050088,84050200
0.611999512,-0.004368688,-83916976,83917088
0.613998413,-0.004395444,-83783824,83783936
0.616001129,-0.004422322,-83650656,83650768
0.618000031,-0.004449218,-83517584,83517696
0.619998932,-0.004476184,-83384536,83384648
0.622001648,-0.004503271,-83251472,83251584
0.624000549,-0.004530375,-83118496,83118608
0.625999451,-0.00455755,-82985632,82985744
0.627998352,-0.004584793,-82852720,82852832
0.630001068,-0.004612158,-82719792,82719904
0.631999969,-0.004639538,-82586976,82587088
0.633998871,-0.004666988,-82454176,82454288
0.636001587,-0.004694559,-82321360,82321472
0.638000488,-0.004722145,-82188640,82188752
0.63999939,-0.004749801,-82056016,82056128
0.641998291,-0.004777524,-81923360,81923472
0.644001007,-0.004805369,-81790680,81790792
0.645999908,-0.004833229,-81658104,81658216
0.64799881,-0.004861157,-81525552,81525664
0.650001526,-0.004889206,-81392984,81393096
0.652000427,-0.00491727,-81260512,81260624
0.653999329,-0.004945401,-81128136,81128248
0.65599823,-0.0049736,-80995728,80995840
0.658000946,-0.00500192,-80863296,80863408
0.659999847,-0.005030254,-80730968,80731080
0.661998749,-0.005058655,-80598664,80598784
0.664001465,-0.005087179,-80466336,80466448
0.666000366,-0.005115713,-80334112,80334224
0.667999268,-0.005144316,-80201984,80202096
0.669998169,-0.005172984,-80069824,80069936
0.672000885,-0.005201775,-79937632,79937752
0.673999786,-0.005230576,-79805552,79805664
0.675998688,-0.005259445,-79673504,79673616
0.678001404,-0.005288435,-79541424,79541536
0.680000305,-0.005317436,-79409440,79409560
0.681999207,-0.005346503,-79277568,79277680
0.683998108,-0.005375636,-79145648,79145768
0.686000824,-0.005404891,-79013712,79013832
0.687999725,-0.005434156,-78881872,78882000
0.689998627,-0.005463487,-78750072,78750192
0.692001343,-0.005492939,-78618240,78618360
0.694000244,-0.005522401,-78486512,78486624
0.695999146,-0.005551928,-78354800,78354928
0.698001862,-0.005581578,-78223072,78223200
0.700000763,-0.005611236,-78091456,78091568
0.701999664,-0.005640958,-77959920,77960048
0.703998566,-0.005670745,-77828368,77828480
0.706001282,-0.005700654,-77696784,77696896
0.708000183,-0.005730572,-77565296,77565416
0.709999084,-0.005760553,-77433840,77433968
0.712001801,-0.005790656,-77302368,77302488
0.714000702,-0.005820767,-77170992,77171104
0.715999603,-0.005850942,-77039704,77039824
0.717998505,-0.005881181,-76908392,76908512
0.720001221,-0.005911541,-76777056,76777176
0.722000122,-0.005941908,-76645824,76645936
0.723999023,-0.005972339,-76514616,76514736
0.72600174,-0.006002891,-76383392,76383504
0.728000641,-0.006033449,-76252256,76252376
0.729999542,-0.006064071,-76121216,76121344
0.731998444,-0.006094756,-75990160,75990272
0.73400116,-0.006125564,-75859064,75859184
0.736000061,-0.006156376,-75728072,75728192
0.737998962,-0.00618725,-75597112,75597232
0.740001678,-0.006218246,-75466128,75466248
0.74200058,-0.006249247,-75335248,75335360
0.743999481,-0.00628031,-75204456,75204576
0.745998383,-0.006311435,-75073640,75073760
0.748001099,-0.006342683,-74942800,74942920
0.75,-0.006373933,-74812064,74812176
0.751998901,-0.006405246,-74681344,74681472
0.754001617,-0.006436681,-74550608,74550736
0.756000519,-0.006468118,-74419976,74420096
0.75799942,-0.006499617,-74289432,74289552
0.759998322,-0.006531178,-74158864,74158976
0.762001038,-0.006562861,-74028272,74028384
0.763999939,-0.006594546,-73897776,73897896
0.76599884,-0.006626292,-73767312,73767424
0.768001556,-0.006658161,-73636816,73636936
0.770000458,-0.00669003,-73506432,73506544
0.771999359,-0.00672196,-73376128,73376256
0.77399826,-0.006753951,-73245808,73245928
0.776000977,-0.006786064,-73115464,73115584
0.777999878,-0.006818177,-72985216,72985336
0.779998779,-0.006850351,-72854992,72855120
0.782001495,-0.006882647,-72724752,72724880
0.784000397,-0.006914942,-72594616,72594736
0.785999298,-0.006947297,-72464568,72464688
0.787998199,-0.006979713,-72334496,72334608
0.790000916,-0.007012251,-72204392,72204512
0.791999817,-0.007044787,-72074392,72074512
0.793998718,-0.007077383,-71944424,71944544
0.796001434,-0.007110101,-71814432,71814544
0.798000336,-0.007142817,-71684528,71684656
0.799999237,-0.007175593,-71554736,71554848
0.801998138,-0.007208428,-71424904,71425024
0.804000854,-0.007241387,-71295056,71295168
0.805999756,-0.007274341,-71165296,71165416
0.807998657,-0.007307354,-71035568,71035696
0.810001373,-0.00734049,-70905824,70905944
0.812000275,-0.007373621,-70776176,70776296
0.813999176,-0.007406812,-70646560,70646680
0.816001892,-0.007440125,-70516920,70517040
0.818000793,-0.007473432,-70387376,70387504
0.819999695,-0.007506799,-70257936,70258048
0.821998596,-0.007540225,-70128456,70128576
0.824001312,-0.007573772,-69998960,69999080
0.826000214,-0.007607314,-69869552,69869680
0.827999115,-0.007640914,-69740192,69740312
0.830001831,-0.007674636,-69610800,69610920
0.832000732,-0.007708352,-69481504,69481632
0.833999634,-0.007742126,-69352304,69352432
0.835998535,-0.007775958,-69223072,69223200
0.838001251,-0.007809913,-69093816,69093944
0.840000153,-0.00784386,-68964664,68964792
0.841999054,-0.007877865,-68835544,68835672
0.84400177,-0.007911991,-68706400,68706528
0.846000671,-0.00794611,-68577344,68577472
0.847999573,-0.007980286,-68448400,68448528
0.849998474,-0.00801452,-68319416,68319544
0.85200119,-0.008048874,-68190416,68190544
0.854000092,-0.008083222,-68061504,68061632
0.855998993,-0.008117625,-67932624,67932752
0.858001709,-0.008152151,-67803728,67803856
0.86000061,-0.008186667,-67674928,67675056
0.861999512,-0.00822124,-67546224,67546352
0.863998413,-0.008255869,-67417488,67417616
0.866001129,-0.00829062,-67288736,67288864
0.868000031,-0.008325362,-67160080,67160200
0.869998932,-0.008360159,-67031448,67031576
0.872001648,-0.008395078,-66902796,66902924
0.874000549,-0.008429986,-66774240,66774368
0.875999451,-0.008464953,-66645780,66645908
0.877998352,-0.008499973,-66517296,66517424
0.880001068,-0.008535114,-66388784,66388912
0.881999969,-0.008570245,-66260372,66260500
0.883998871,-0.008605431,-66131992,66132120
0.886001587,-0.008640738,-66003584,66003712
0.888000488,-0.008676034,-65875280,65875408
0.88999939,-0.008711385,-65747072,65747200
0.891998291,-0.008746791,-65618832,65618960
0.894001007,-0.008782318,-65490568,65490696
0.895999908,-0.008817832,-65362404,65362532
0.89799881,-0.008853401,-65234272,65234400
0.900001526,-0.008889092,-65106112,65106240
0.902000427,-0.00892477,-64978056,64978184
0.903999329,-0.008960501,-64850088,64850216
0.90599823,-0.008996287,-64722096,64722224
0.908000946,-0.009032195,-64594084,64594212
0.909999847,-0.009068089,-64466168,64466296
0.911998749,-0.009104036,-64338280,64338408
0.914001465,-0.009140107,-64210368,64210496
0.916000366,-0.009176161,-64082552,64082680
0.917999268,-0.009212269,-63954836,63954964
0.919998169,-0.009248429,-63827092,63827224
0.922000885,-0.009284711,-63699324,63699456
0.923999786,-0.009320979,-63571656,63571784
0.925998688,-0.009357299,-63444016,63444144
0.928001404,-0.00939374,-63316352,63316480
0.930000305,-0.009430166,-63188788,63188920
0.931999207,-0.009466644,-63061320,63061448
0.933998108,-0.009503175,-62933824,62933952
0.936000824,-0.009539828,-62806304,62806432
0.937999725,-0.009576462,-62678880,62679008
0.939998627,-0.00961315,-62551488,62551616
0.942001343,-0.009649959,-62424072,62424204
0.944000244,-0.009686751,-62296756,62296888
0.945999146,-0.009723594,-62169468,62169600
0.948001862,-0.009760562,-62042156,62042288
0.950000763,-0.009797509,-61914944,61915076
0.951999664,-0.009834507,-61787824,61787960
0.953998566,-0.009871557,-61660680,61660816
0.956001282,-0.009908729,-61533512,61533648
0.958000183,-0.009945882,-61406444,61406576
0.959999084,-0.009983086,-61279408,61279536
0.962001801,-0.010020412,-61152344,61152476
0.964000702,-0.010057717,-61025380,61025512
0.965999603,-0.010095074,-60898512,60898640
0.967998505,-0.01013248,-60771616,60771744
0.970001221,-0.01017001,-60644696,60644824
0.972000122,-0.010207518,-60517872,60518000
0.973999023,-0.010245076,-60391080,60391216
0.97600174,-0.010282758,-60264264,60264400
0.978000641,-0.010320417,-60137548,60137680
0.979999542,-0.010358126,-60010928,60011060
0.981998444,-0.010395885,-59884272,59884408
0.98400116,-0.010433768,-59757600,59757736
0.986000061,-0.010471627,-59631024,59631160
0.987998962,-0.010509536,-59504480,59504616
0.990001678,-0.010547565,-59377912,59378048
0.99200058,-0.010585574,-59251440,59251576
0.993999481,-0.01062363,-59125064,59125200
0.995998383,-0.010661736,-58998664,58998800
0.998001099,-0.010699964,-58872240,58872376
1,-0.010738169,-58745912,58746048
1.001998901,-0.010776422,-58619612,58619748
